folder,filename,ext,title,concepts,tags,source_url,body_excerpt
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Enhancing Model Safety through Pretraining Data Filtering.md,.md,Enhancing Model Safety through Pretraining Data Filtering,,,https://alignment.anthropic.com/2025/pretraining-data-filtering/?utm_source=bluedot-impact,"Yanda Chen, Mycal Tucker, Nina Panickssery, Tony Wang, Francesco Mosconi, Anjali Gopal, Carson Denison, Linda Petrini TLDR: We experimented with removing harmful information about chemical, biological"
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Externality_-_Wikipedia_9530d9ad.md,.md,Externality - Wikipedia,,,https://en.wikipedia.org/wiki/Externality,"| Part of | [Environmental economics](https://en.wikipedia.org/wiki/Environmental_economics) In [economics](https://en.wikipedia.org/wiki/Economics), an **externality** is a cost or benefit to an unin"
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,FMF_Announces_First-Of-Its-Kind_Information-Sharing_Agreement_-_Frontier_Model_Forum_0426045b.md,.md,FMF Announces First-Of-Its-Kind Information-Sharing Agreement - Frontier Model Forum,RLHF & Its Limitations,"cyber-offense, CBRN, Anthropic, OpenAI, adversarial, jailbreaking",https://www.frontiermodelforum.org/updates/fmf-announces-first-of-its-kind-information-sha,The Frontier Model Forum (FMF) is proud to announce that all of its member firms have signed a first-of-its-kind agreement designed to [facilitate information-sharing](https://www.frontiermodelforum.o
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Fine-Tuning_Language_Models_from_Human_Preferences_01814b94.pdf,.pdf,Fine-Tuning Language Models from Human Preferences,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Four_Asian_Tigers_-_Wikipedia_0a522b8a.md,.md,Four Asian Tigers - Wikipedia,,,https://en.wikipedia.org/wiki/Four_Asian_Tigers,Appearance | Four Asian Tigers | ||||||||||||||||||||||||||||| |---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---| | Chinese name 
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Generative_AI_Research_Weak-to-Strong_Reasoning_8977ba25.pdf,.pdf,Generative AI Research Weak-to-Strong Reasoning,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Google_-_Wikipedia_500fb8cf.md,.md,Google - Wikipedia,,"autonomous-systems, Google",https://en.wikipedia.org/wiki/Google,"| Formerly | Google Inc. (1998–2017) | |---|---| Company type | | in[[a]](https://en.wikipedia.org#cite_note-5)[Menlo Park](https://en.wikipedia.org/wiki/Menlo_Park,_California),[California](https://e"
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Harnessing_Diversity_FOR_Important_DATA_S_Election_IN_Pretraining_Large_Language_Mod_ELS_257d63fb.pdf,.pdf,Harnessing Diversity FOR Important DATA S Election IN Pretraining Large Language Mod ELS,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Hidden_in_Plain_Text_Emergence_Mitigation_of_Steganographic_Collusion_in_LLMs_fdddd0f6.pdf,.pdf,Hidden in Plain Text Emergence Mitigation of Steganographic Collusion in LLMs,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,How_AI_Labs_Can_Safeguard_Model_Weights_f80e302b.md,.md,How AI Labs Can Safeguard Model Weights,"RLHF & Its Limitations, Existential Risk & Superintelligence, AI Evaluations & Benchmarks",benchmarks,https://www.rand.org/pubs/research_reports/RRA2849-1.html,"Preventing Theft and Misuse of Frontier Models ResearchPublished May 30, 2024 As frontier artificial intelligence (AI) models — that is, models that match or exceed the capabilities of the most advanc"
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,I_S_Reinforcement_Learning_(Not_)_FOR_NATURAL_8842ac98.pdf,.pdf,I S Reinforcement Learning (Not ) FOR NATURAL,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Import_AI_a098b9cd.md,.md,Import AI,RLHF & Its Limitations,,https://jack-clark.net/,"#### by Jack Clark Welcome to Import AI, a newsletter about AI research. Import AI runs on arXiv and feedback from readers. If you’d like to support this, please subscribe. **Huawei’s HiFloat4 trainin"
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Improving_Alignment_and_Robustness_with_Circuit_Breakers_2e43aa7d.pdf,.pdf,Improving Alignment and Robustness with Circuit Breakers,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Improving_Pretraining_DATA_Using_Perplexity_Correlations_a455d2b1.pdf,.pdf,Improving Pretraining DATA Using Perplexity Correlations,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Is_Democracy_a_Fad_6c2db200.md,.md,Is Democracy a Fad?,,,https://benmgarfinkel.blog/2021/02/26/is-democracy-a-fad,*This post explains why I would not be surprised if democracy disappears in the next several centuries. Long-run progress in AI is one special cause for concern. [1]* There’s a strange new trend that’
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Jason_Matheny_-_Profile_8006f865.md,.md,Jason Matheny - Profile,,,https://www.rand.org/about/people/m/matheny_jason.html,### Looking Back on the Big Policy Stories of 2024 RAND president and CEO Jason Matheny reflects on the many ways RAND is helping leaders of all stripes better understand and address humanity's greate
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,John_Schulman_OpenAI_Cofounder_-_Reasoning_RLHF_Plan_for_2027_AGI_edd8fc6e.md,.md,"John Schulman (OpenAI Cofounder) - Reasoning, RLHF, & Plan for 2027 AGI","RLHF & Its Limitations, Existential Risk & Superintelligence","RLHF, AGI, OpenAI",https://www.dwarkeshpatel.com/p/john-schulman,"Chatted with John Schulman (cofounder of OpenAI and led ChatGPT creation) how posttraining tames the shoggoth, and the nature of the progress to come... Watch on [YouTube](https://youtu.be/Wo95ob_s_NI"
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Journal_of_Machine_Learning_Research_18_(2017)_1-46_Submitted_1216_Revised_1117_Published__8ed13555.pdf,.pdf,Journal of Machine Learning Research 18 (2017) 1-46 Submitted 1216 Revised 1117 Published ,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,LESSWRONG_19a05258.md,.md,LESSWRONG,,,https://arbital.com/p/orthogonality,The Orthogonality Thesis asserts that there can exist arbitrarily intelligent agents pursuing any kind of goal. The strong form of the Orthogonality Thesis says that there's no extra difficulty or com
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,LESSWRONG_318b69cf.md,.md,LESSWRONG,"RLHF & Its Limitations, AI Evaluations & Benchmarks",,https://www.lesswrong.com/posts/4inoCWnKrpHt4gCx9/protecting-large-projects-against-mazedo,"If we wish to accomplish something that would benefit from or require a larger organization or more levels of management and bureaucracy, what should we do in light of the dangers of mazes? There are "
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,LESSWRONG_3b7cdedf.md,.md,LESSWRONG,,,https://www.lesswrong.com/tag/instrumental-convergence,"Suppose you landed on a distant planet and found a structure of giant metal pipes, crossed by occasional cables. Further investigation shows that the cables are electrical superconductors carrying hig"
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,LESSWRONG_cc1eed09.md,.md,LESSWRONG,,,https://arbital.com/p/expected_utility_formalism?l=7hh,"So we're talking about how to make good decisions, or the idea of 'bounded rationality', or what sufficiently advanced Artificial Intelligences might be like; and somebody starts dragging up the conce"
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,LESSWRONG_f9826af5.md,.md,LESSWRONG,,,https://www.lesswrong.com/posts/wqDRRx9RqwKLzWt7R/nonperson-predicates,"There is a subproblem of Friendly AI which is so scary that I usually don't talk about it, because very few would-be AI designers would react to it appropriately—that is, by saying, 'Wow, that does so"
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,LLM_StF_manuscript_d706908c.pdf,.pdf,LLM StF manuscript,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,L_Ora_Low-Rank_Adaptation_OF_Large_Lan_GUAGE_Models_Edward_Hu_6e77126e.pdf,.pdf,L Ora Low-Rank Adaptation OF Large Lan GUAGE Models Edward Hu,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Language_Models_Dont_Always_Say_What_They_Think_8a8abdf7.pdf,.pdf,Language Models Dont Always Say What They Think,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Language_Models_Learn_TO_Mislead_Humans_VIA_RLHF_a24d118e.pdf,.pdf,Language Models Learn TO Mislead Humans VIA RLHF,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Large_Language_Models_(GPT)_Struggle_to_Answer_Multiple-Choice_7529cac3.pdf,.pdf,Large Language Models (GPT) Struggle to Answer Multiple-Choice,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Learning_to_Give_Checkable_Answers_with_Prover-Verifier_Games_898d8f37.pdf,.pdf,Learning to Give Checkable Answers with Prover-Verifier Games,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Learning_to_summarize_with_human_feedback_f59a43c5.md,.md,Learning to summarize with human feedback,RLHF & Its Limitations,,https://proceedings.neurips.cc/paper/2020/hash/1f89885d556929e98d3ef9b86448f951-Abstract.h,"As language models become more powerful, training and evaluation are increasingly bottlenecked by the data and metrics used for a particular task. For example, summarization models are often trained t"
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Llama_2_Open_Foundation_and_Fine-Tuned_Chat_Models_25e38443.pdf,.pdf,Llama 2 Open Foundation and Fine-Tuned Chat Models,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Location_Verification_for_AI_Chips_Institute_for_AI_Policy_and_Strategy_de9e0639.md,.md,Location Verification for AI Chips — Institute for AI Policy and Strategy,RLHF & Its Limitations,"regulation, open-source",https://www.iaps.ai/research/location-verification-for-ai-chips,"*Issue brief written May 2025, **full 2024 report** by Asher Brass & Onni Aarne* AI is increasingly being recognized as a transformative and strategically crucial technology. However, advanced AI is o"
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,MATES_Model-Aware_Data_Selection_for_Efficient_Pretraining_with_Data_Influence_Models_c9555aa1.pdf,.pdf,MATES Model-Aware Data Selection for Efficient Pretraining with Data Influence Models,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Measuring_Faithfulness_in_Chain-of-Thought_Reasoning_5865bfd6.pdf,.pdf,Measuring Faithfulness in Chain-of-Thought Reasoning,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Measuring_Progress_on_Scalable_Oversight_for_Large_Language_Models_1eb4fb86.pdf,.pdf,Measuring Progress on Scalable Oversight for Large Language Models,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Mitigating_harm_in_language_models_with_conditional-likelihood_filtration_e488f1c5.pdf,.pdf,Mitigating harm in language models with conditional-likelihood filtration,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Model_Safety_Bug_Bounty_Program_Claude_Help_Center_52e7c661.md,.md,Model Safety Bug Bounty Program | Claude Help Center,RLHF & Its Limitations,jailbreaking,https://support.claude.com/en/articles/12119250-model-safety-bug-bounty-program,"## Purpose We believe external testing is crucial for building a safe AI ecosystem. As model capabilities advance, the consequences of jailbreaks could become increasingly significant. This ongoing Pr"
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Modifying_Memories_in_Transformer_Models_d5502e00.pdf,.pdf,Modifying Memories in Transformer Models,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Monitoring_Reasoning_Models_for_Misbehavior_and_the_Risks_of_4a5fa1e9.pdf,.pdf,Monitoring Reasoning Models for Misbehavior and the Risks of,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Offline_RL_FOR_NATURAL_Language_Generation_WITH_Implicit_Language_Q_Learning_88c11c96.pdf,.pdf,Offline RL FOR NATURAL Language Generation WITH Implicit Language Q Learning,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,On_the_Societal_Impact_of_Open_Foundation_Models_7f23fb5a.pdf,.pdf,On the Societal Impact of Open Foundation Models,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,P-Tuning_v2_Prompt_Tuning_Can_Be_Comparable_to_Fine-tuning_Universally_Across_Scales_and_T_4d6bb1cb.pdf,.pdf,P-Tuning v2 Prompt Tuning Can Be Comparable to Fine-tuning Universally Across Scales and T,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,PAWS_Paraphrase_Adversaries_from_Word_Scrambling_Yuan_Zhang_935b435c.pdf,.pdf,PAWS Paraphrase Adversaries from Word Scrambling Yuan Zhang,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,P_ROVER_-_VERIFIER_GAMES_IMPROVE_LEGIBILITY_OF_LLM_OUTPUTS_Jan_Hendrik_Kirchner_9ab7ee86.pdf,.pdf,P ROVER - VERIFIER GAMES IMPROVE LEGIBILITY OF LLM OUTPUTS Jan Hendrik Kirchner,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Phi-4_Technical_Report_Marah_Abdin_Ronen_Eldan_6420b30c.pdf,.pdf,Phi-4 Technical Report Marah Abdin Ronen Eldan,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Physical_Principles_for_Scalable_Neural_Recording_Ã_Adam_H._Marblestone12_20499d5f.pdf,.pdf,Physical Principles for Scalable Neural Recording Ã Adam H. Marblestone12,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Poisoning_Attacks_on_LLMs_Require_a_Near-constant_Number_of_Poison_Samples_553833a1.pdf,.pdf,Poisoning Attacks on LLMs Require a Near-constant Number of Poison Samples,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Predicting_Emergent_Capabilities_by_Finetuning_Charlie_Snell_Eric_Wallace_85d08627.pdf,.pdf,Predicting Emergent Capabilities by Finetuning Charlie Snell Eric Wallace,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Preprint_Eliciting_Latent_Knowledge_from_Quirky_Language_Models_2425414f.pdf,.pdf,Preprint Eliciting Latent Knowledge from Quirky Language Models,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Preprint_The_Unlocking_Spell_ON_BASE_LLM_S_Rethinking_Alignment_VIA_I_N_-Context_Learning_e7018118.pdf,.pdf,Preprint The Unlocking Spell ON BASE LLM S Rethinking Alignment VIA I N -Context Learning,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Pretraining_Language_Models_with_Human_Preferences_Tomasz_Korbak_1_2_3_Kejian_Shi_2_Angeli_87e65df1.pdf,.pdf,Pretraining Language Models with Human Preferences Tomasz Korbak 1 2 3 Kejian Shi 2 Angeli,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Principled_Instructions_Are_All_You_Need_for_Questioning_LLaMA-12_GPT-3.54_6611a090.pdf,.pdf,Principled Instructions Are All You Need for Questioning LLaMA-12 GPT-3.54,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Problems with Reinforcement Learning from Human Feedback (RLHF) for AI safety.md,.md,Problems with Reinforcement Learning from Human Feedback (RLHF) for AI safety,,,https://blog.bluedot.org/p/rlhf-limitations-for-ai-safety?utm_source=bluedot-impact,Reinforcement Learning from Human Feedback (RLHF) is the primary technique currently used to align the outputs of Large Language Models (LLMs) with human preferences. We have RLHF to thank for the fac
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Proximal_Policy_OptimizationÂ_900da9d4.md,.md,Proximal Policy Optimization,RLHF & Its Limitations,"PPO, OpenAI",https://spinningup.openai.com/en/latest/algorithms/ppo.html,(Previously: [Background for TRPO](https://spinningup.openai.com/algorithms/trpo.html#background)) PPO is motivated by the same question as TRPO: how can we take the biggest possible improvement step 
