old_path,new_path,reason
Model-level Mitigation/Collective_Constitutional_AI_Aligning_a_Language_Model_with_Public_Input_3c9b034d.md,04_Constitutional-AI/Collective_Constitutional_AI_Aligning_a_Language_Model_with_Public_Input_3c9b034d.md,concept=Constitutional AI
Model-level Mitigation/ARC_S_First_Technical_Report_Eliciting_Latent_Knowledge_fb033cda.md,06_Weak-to-Strong-and-ELK/ARC_S_First_Technical_Report_Eliciting_Latent_Knowledge_fb033cda.md,concept=W2SG
Model-level Mitigation/What is deliberative alignment?.md,15_Educational/What is deliberative alignment?.md,source_type=educational
Model-level Mitigation/Alignment_Research_Center_62b91b1b.md,06_Weak-to-Strong-and-ELK/Alignment_Research_Center_62b91b1b.md,concept=W2SG
Model-level Mitigation/Combining_weak-to-strong_generalization_with_scalable_oversight_8d050f49.md,06_Weak-to-Strong-and-ELK/Combining_weak-to-strong_generalization_with_scalable_oversight_8d050f49.md,concept=W2SG
Multi-Agent/Multi-Agent_Risks_from_Advanced_AI_f1e393e5.md,09_Multi-Agent/Multi-Agent_Risks_from_Advanced_AI_f1e393e5.md,already in Multi-Agent
Multi-Agent/Cooperative_AI_Lewis_Hammond_Alan_Chan_0b8f852a.pdf,09_Multi-Agent/Cooperative_AI_Lewis_Hammond_Alan_Chan_0b8f852a.pdf,already in Multi-Agent
Multi-Agent/Multi-Agent_Risks_from_Advanced_AI_3503a57f.md,09_Multi-Agent/Multi-Agent_Risks_from_Advanced_AI_3503a57f.md,already in Multi-Agent
Multi-Agent/New Report Multi-Agent Risks from Advanced AI.md,09_Multi-Agent/New Report Multi-Agent Risks from Advanced AI.md,already in Multi-Agent
Lab Scorecards/Scheming risk prevention.md,13_Lab-Scorecards/Scheming risk prevention.md,already in Lab Scorecards
Lab Scorecards/Planning.md,13_Lab-Scorecards/Planning.md,already in Lab Scorecards
Lab Scorecards/Prep for extreme security.md,13_Lab-Scorecards/Prep for extreme security.md,already in Lab Scorecards
Lab Scorecards/Misuse prevention.md,13_Lab-Scorecards/Misuse prevention.md,already in Lab Scorecards
Lab Scorecards/Risk assessment.md,13_Lab-Scorecards/Risk assessment.md,already in Lab Scorecards
Lab Scorecards/Risk info sharing.md,13_Lab-Scorecards/Risk info sharing.md,already in Lab Scorecards
Lab Scorecards/Boosting safety research.md,13_Lab-Scorecards/Boosting safety research.md,already in Lab Scorecards
AI Safety Risk/An Approach to Technical AGI Safety and Security.md,01_Existential-Risk/An Approach to Technical AGI Safety and Security.md,fallback by old folder (AI Safety Risk)
AI Safety Risk/On scalable oversight with weak LLMs judging strong LLMs.pdf,01_Existential-Risk/On scalable oversight with weak LLMs judging strong LLMs.pdf,fallback by old folder (AI Safety Risk)
Sources/Background/CAR_T_cell_-_Wikipedia_17b955b4.md,17_Sources-Background/CAR_T_cell_-_Wikipedia_17b955b4.md,already in Background
Sources/Background/Countries_that_are_democracies_and_autocracies_a519aa06.md,17_Sources-Background/Countries_that_are_democracies_and_autocracies_a519aa06.md,already in Background
Sources/Background/Crop_Yields_042899e6.md,17_Sources-Background/Crop_Yields_042899e6.md,already in Background
Sources/Background/Construct_validity_-_Wikipedia_d940ad0b.md,17_Sources-Background/Construct_validity_-_Wikipedia_d940ad0b.md,already in Background
Sources/Background/Google_Security_Keys_Neutralized_Employee_Phishing_34af5dff.md,17_Sources-Background/Google_Security_Keys_Neutralized_Employee_Phishing_34af5dff.md,already in Background
Sources/Background/United_States_government_role_in_civil_aviation_-_Wikipedia_56879b18.md,17_Sources-Background/United_States_government_role_in_civil_aviation_-_Wikipedia_56879b18.md,already in Background
Sources/Background/Going_on_a_vacation_takes_longer_than_Going_for_a_walk_A_Study_of_Temporal_Commonsense_Understanding_ab7380ce.md,17_Sources-Background/Going_on_a_vacation_takes_longer_than_Going_for_a_walk_A_Study_of_Temporal_Commonsense_Understanding_ab7380ce.md,already in Background
Sources/Background/Order_statistic_-_Wikipedia_8127eb5f.md,17_Sources-Background/Order_statistic_-_Wikipedia_8127eb5f.md,already in Background
Sources/Background/GiveWell_10b8709a.md,17_Sources-Background/GiveWell_10b8709a.md,already in Background
Sources/Background/Life_Expectancy_5bd162df.md,17_Sources-Background/Life_Expectancy_5bd162df.md,already in Background
Sources/Background/Population_Growth_0b6d4e35.md,17_Sources-Background/Population_Growth_0b6d4e35.md,already in Background
Sources/Background/Concorde_-_Wikipedia_12110b87.md,17_Sources-Background/Concorde_-_Wikipedia_12110b87.md,already in Background
Sources/Background/Smallpox_8f3d0739.md,17_Sources-Background/Smallpox_8f3d0739.md,already in Background
Sources/Background/Five_Eyes_-_Wikipedia_090eb4e2.md,17_Sources-Background/Five_Eyes_-_Wikipedia_090eb4e2.md,already in Background
Sources/Background/Sensitive_compartmented_information_facility_-_Wikipedia_f4baae85.md,17_Sources-Background/Sensitive_compartmented_information_facility_-_Wikipedia_f4baae85.md,already in Background
Sources/Background/CBRN_defense_-_Wikipedia_7dc02fd5.md,17_Sources-Background/CBRN_defense_-_Wikipedia_7dc02fd5.md,already in Background
Sources/Background/Defining_Insider_Threats_CISA_9afeb970.md,17_Sources-Background/Defining_Insider_Threats_CISA_9afeb970.md,already in Background
Sources/Background/The_End_of_History_and_the_Last_Man_-_Wikipedia_c764d2ce.md,17_Sources-Background/The_End_of_History_and_the_Last_Man_-_Wikipedia_c764d2ce.md,already in Background
Sources/Background/Institute_for_Disease_Modeling_-_Wikipedia_ef22656c.md,17_Sources-Background/Institute_for_Disease_Modeling_-_Wikipedia_ef22656c.md,already in Background
